E1	MG	12	1996	1600.00	1600.00
E3	AF	1	1996	30.00	30.00
E3	AF	2	1996	30.00	30.00
E3	AF	3	1996	30.00	30.00
E3	AF	4	1996	30.00	30.00
E3	AF	5	1996	30.00	30.00
E3	AF	6	1996	30.00	30.00
E3	AF	7	1996	30.00	30.00
E3	AF	8	1996	30.00	30.00
E3	AF	9	1996	30.00	30.00
E3	AF	10	1996	30.00	30.00
E3	AF	11	1996	30.00	30.00
E3	AF	12	1996	30.00	30.00
E4	FO	1	1996	600.00	600.00
E4	FO	2	1996	600.00	600.00
E4	FO	3	1996	600.00	600.00
E4	FO	4	1996	600.00	600.00
E4	FO	5	1996	600.00	600.00
E4	FO	6	1996	600.00	600.00
E4	FO	7	1996	600.00	600.00
E4	FO	8	1996	600.00	600.00
E4	FO	9	1996	600.00	600.00
E4	FO	10	1996	600.00	600.00
E4	FO	11	1996	600.00	600.00
E4	FO	12	1996	600.00	600.00
E5	ME	1	1996	100.00	100.00
E5	ME	2	1996	100.00	100.00
E5	ME	3	1996	100.00	100.00
E5	ME	4	1996	100.00	100.00
E5	ME	5	1996	100.00	100.00
E5	ME	6	1996	100.00	100.00
E5	ME	7	1996	100.00	100.00
E5	ME	8	1996	100.00	100.00
E5	ME	9	1996	100.00	100.00
E5	ME	10	1996	100.00	100.00
E5	ME	11	1996	100.00	100.00
E5	ME	12	1996	100.00	100.00
E6	CL	1	1996	200.00	200.00
E6	CL	2	1996	200.00	200.00
E6	CL	3	1996	200.00	200.00
E6	CL	4	1996	200.00	200.00
E6	CL	5	1996	200.00	200.00
E6	CL	6	1996	200.00	200.00
E6	CL	7	1996	200.00	200.00
E6	CL	8	1996	200.00	200.00
E6	CL	9	1996	200.00	200.00
E6	CL	10	1996	200.00	200.00
E6	CL	11	1996	200.00	200.00
E6	CL	12	1996	200.00	200.00
E7	CO	1	1996	200.00	200.00
E7	CO	2	1996	200.00	200.00
E7	CO	3	1996	200.00	200.00
E7	CO	4	1996	200.00	200.00
E7	CO	5	1996	200.00	200.00
E7	CO	6	1996	200.00	200.00
E7	CO	7	1996	200.00	200.00
E7	CO	8	1996	200.00	200.00
E7	CO	9	1996	200.00	200.00
E7	CO	10	1996	200.00	200.00
E7	CO	11	1996	200.00	200.00
E7	CO	12	1996	200.00	200.00
E8	GF	1	1996	40.00	40.00
E8	GF	2	1996	40.00	40.00
E8	GF	3	1996	40.00	40.00
E8	GF	4	1996	40.00	40.00
E8	GF	5	1996	40.00	40.00
E8	GF	6	1996	40.00	40.00
E8	GF	7	1996	40.00	40.00
E8	GF	8	1996	40.00	40.00
E8	GF	9	1996	40.00	40.00
E8	GF	10	1996	40.00	40.00
E8	GF	11	1996	150.00	150.00
E8	GF	12	1996	150.00	150.00
E9	HF	1	1996	50.00	50.00
E9	HF	2	1996	50.00	50.00
E9	HF	3	1996	50.00	50.00
E9	HF	4	1996	50.00	50.00
E9	HF	5	1996	50.00	50.00
E9	HF	6	1996	50.00	50.00
E9	HF	7	1996	50.00	50.00
E9	HF	8	1996	50.00	50.00
E9	HF	9	1996	50.00	50.00
E9	HF	10	1996	50.00	50.00
E9	HF	12	1996	50.00	50.00
E9	HF	11	1996	50.00	50.00
E1	MG	1	1997	1600.00	1600.00
E1	MG	2	1997	1600.00	1600.00
E1	MG	3	1997	1600.00	1600.00
E1	MG	4	1997	1600.00	1600.00
E1	MG	5	1997	1600.00	1600.00
E1	MG	6	1997	1600.00	1600.00
E1	MG	7	1997	1600.00	1600.00
E1	MG	8	1997	1600.00	1600.00
E1	MG	9	1997	1600.00	1600.00
E1	MG	10	1997	1600.00	1600.00
E1	MG	11	1997	1600.00	1600.00
E1	MG	12	1997	1600.00	1600.00
E3	AF	1	1997	30.00	30.00
E3	AF	2	1997	30.00	30.00
E3	AF	3	1997	30.00	30.00
E3	AF	4	1997	30.00	30.00
E3	AF	5	1997	30.00	30.00
E3	AF	6	1997	30.00	30.00
E3	AF	7	1997	30.00	30.00
E3	AF	8	1997	30.00	30.00
E3	AF	9	1997	30.00	30.00
E3	AF	10	1997	30.00	30.00
E3	AF	11	1997	30.00	30.00
E3	AF	12	1997	30.00	30.00
E4	FO	1	1997	600.00	600.00
E4	FO	2	1997	600.00	600.00
E4	FO	3	1997	600.00	600.00
E4	FO	4	1997	600.00	600.00
E4	FO	5	1997	600.00	600.00
E4	FO	6	1997	600.00	600.00
E4	FO	7	1997	600.00	600.00
E4	FO	8	1997	600.00	600.00
E4	FO	9	1997	600.00	600.00
E4	FO	10	1997	600.00	600.00
E4	FO	11	1997	600.00	600.00
E4	FO	12	1997	600.00	600.00
E5	ME	1	1997	100.00	100.00
E5	ME	2	1997	100.00	100.00
E5	ME	3	1997	100.00	100.00
E5	ME	4	1997	100.00	100.00
E5	ME	5	1997	100.00	100.00
E5	ME	6	1997	100.00	100.00
E5	ME	7	1997	100.00	100.00
E5	ME	8	1997	100.00	100.00
E5	ME	9	1997	100.00	100.00
E5	ME	10	1997	100.00	100.00
E5	ME	11	1997	100.00	100.00
E5	ME	12	1997	100.00	100.00
E6	CL	1	1997	200.00	200.00
E6	CL	2	1997	200.00	200.00
E6	CL	3	1997	200.00	200.00
E6	CL	4	1997	200.00	200.00
E6	CL	5	1997	200.00	200.00
E6	CL	6	1997	200.00	200.00
E6	CL	7	1997	200.00	200.00
E6	CL	8	1997	200.00	200.00
E6	CL	9	1997	200.00	200.00
E6	CL	10	1997	200.00	200.00
E6	CL	11	1997	200.00	200.00
E6	CL	12	1997	200.00	200.00
E7	CO	1	1997	200.00	200.00
E7	CO	2	1997	200.00	200.00
E7	CO	3	1997	200.00	200.00
E7	CO	4	1997	200.00	200.00
E7	CO	5	1997	200.00	200.00
E7	CO	6	1997	200.00	200.00
E7	CO	7	1997	200.00	200.00
E7	CO	8	1997	200.00	200.00
E7	CO	9	1997	200.00	200.00
E7	CO	10	1997	200.00	200.00
E7	CO	11	1997	200.00	200.00
E7	CO	12	1997	200.00	200.00
E8	GF	1	1997	40.00	40.00
E8	GF	2	1997	40.00	40.00
E8	GF	3	1997	40.00	40.00
E8	GF	4	1997	40.00	40.00
E8	GF	5	1997	40.00	40.00
E8	GF	6	1997	40.00	40.00
E8	GF	7	1997	40.00	40.00
E8	GF	8	1997	40.00	40.00
E8	GF	9	1997	40.00	40.00
E8	GF	10	1997	40.00	40.00
E8	GF	11	1997	150.00	150.00
E8	GF	12	1997	150.00	150.00
E9	HF	1	1997	50.00	50.00
E9	HF	2	1997	50.00	50.00
E9	HF	3	1997	50.00	50.00
E9	HF	4	1997	50.00	50.00
E9	HF	5	1997	50.00	50.00
E9	HF	6	1997	50.00	50.00
E9	HF	7	1997	50.00	50.00
E9	HF	8	1997	50.00	50.00
E9	HF	9	1997	50.00	50.00
E9	HF	10	1997	50.00	50.00
E9	HF	11	1997	50.00	50.00
E9	HF	12	1997	50.00	50.00
E6	CL	8	1998	250.00	250.00
E6	CL	9	1998	250.00	250.00
E6	CL	10	1998	250.00	250.00
E6	CL	11	1998	250.00	250.00
E6	CL	12	1998	250.00	250.00
E7	CO	1	1998	200.00	200.00
E7	CO	2	1998	200.00	200.00
E7	CO	3	1998	200.00	200.00
E7	CO	4	1998	200.00	200.00
E7	CO	5	1998	200.00	200.00
E7	CO	6	1998	200.00	200.00
E7	CO	7	1998	200.00	200.00
E7	CO	8	1998	200.00	200.00
E7	CO	9	1998	200.00	200.00
E7	CO	10	1998	200.00	200.00
E7	CO	11	1998	200.00	200.00
E7	CO	12	1998	200.00	200.00
E8	GF	1	1998	40.00	40.00
E8	GF	2	1998	40.00	40.00
E8	GF	3	1998	40.00	40.00
E8	GF	4	1998	40.00	40.00
E8	GF	5	1998	40.00	40.00
E8	GF	6	1998	40.00	40.00
E8	GF	7	1998	40.00	40.00
E8	GF	8	1998	40.00	40.00
E8	GF	9	1998	40.00	40.00
E8	GF	10	1998	40.00	40.00
E8	GF	11	1998	400.00	400.00
E8	GF	12	1998	400.00	400.00
E9	HF	1	1998	50.00	50.00
E9	HF	2	1998	50.00	50.00
E9	HF	3	1998	50.00	50.00
E9	HF	4	1998	50.00	50.00
E9	HF	5	1998	50.00	50.00
E9	HF	6	1998	50.00	50.00
E9	HF	7	1998	50.00	50.00
E9	HF	8	1998	50.00	50.00
E9	HF	9	1998	50.00	50.00
E9	HF	10	1998	50.00	50.00
E9	HF	11	1998	50.00	50.00
E9	HF	12	1998	50.00	50.00
